순번,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국 스크린수,전국 매출액,전국 관객수,서울 매출액,서울 관객수,장르,등급,영화구분
127,스파이더맨 3,샘 레이미,콜럼비아 픽쳐스 코포레이션마블 엔터프라이즈,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2007-05-01,개봉영화,장편,미국,0,0,4935660,0,1444270,액션,12세이상관람가,일반영화
128,바람과 함께 사라지다,김주호,(주)두타연(주)에이디사공육,,(주)넥스트엔터테인먼트월드(NEW),2012-08-08,개봉영화,장편,한국,694,34524377161,4897551,8302901161,1122802,코미디,12세이상관람가,일반영화
129,마션,리들리 스콧,,이십세기폭스코리아(주),월트디즈니컴퍼니코리아 유한책임회사이십세기폭스코리아(주),2015-10-08,개봉영화,장편,미국,1132,39612764295,4875494,12914889095,1509471,액션,12세이상관람가,일반영화
130,토르: 라그나로크,타이카 와이티티,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2017-10-25,개봉영화,장편,미국,1640,39248432595,4857152,12088848195,1419464,액션,12세이상관람가,일반영화
131,어메이징 스파이더맨,마크 웹,,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2012-06-28,개봉영화,장편,미국,1118,41163951235,4853123,13100185524,1446116,액션,12세이상관람가,일반영화
132,님아 그 강을 건너지 마오,진모영,아거스필름,,CGV아트하우스(주)대명문화공장,2014-11-27,개봉영화,장편,한국,206,37354452679,4801355,9129018879,1140795,다큐멘터리,전체관람가,독립/예술영화
133,조선명탐정 : 각시투구꽃의 비밀,김석윤,청년필름(주),,(주)쇼박스,2011-01-27,개봉영화,장편,한국,611,35841769500,4786259,10712744000,1363857,코미디,12세이상관람가,일반영화
134,봉오동 전투,원신연,(주)빅스톤픽쳐스(주)더블유픽처스(주)쇼박스,,(주)쇼박스,2019-08-07,개봉영화,장편,한국,1476,40514276538,4779501,7782799628,891383,사극,15세이상관람가,일반영화
135,군도: 민란의 시대,윤종빈,(주)영화사 월광(주)쇼박스,,(주)쇼박스,2014-07-23,개봉영화,장편,한국,1394,36987755999,4774895,9976707399,1239945,사극,15세이상관람가,일반영화
136,남산의 부장들,우민호,(주)하이브미디어코프,,(주)쇼박스,2020-01-22,개봉영화,장편,한국,1659,41223596650,4750104,9851448590,1113402,드라마,15세이상관람가,일반영화
137,라이온 킹,존 파브로,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2019-07-17,개봉영화,장편,미국,1936,41518977430,4743184,11620751790,1218042,어드벤처,전체관람가,일반영화
138,범죄와의 전쟁: 나쁜놈들 전성시대,윤종빈,(주)팔레트픽처스(주)쇼박스,,(주)쇼박스,2012-02-02,개봉영화,장편,한국,699,36479147500,4710454,11716858500,1451900,범죄,청소년관람불가,일반영화
139,주토피아,바이론 하워드리치 무어,,월트디즈니컴퍼니코리아(주),월트디즈니컴퍼니코리아(주),2016-02-17,개봉영화,장편,미국,661,37077444042,4703245,12142771642,1465960,애니메이션,전체관람가,일반영화
140,엣지 오브 투모로우,더그 라이만,,워너브러더스 코리아(주),워너브러더스 코리아(주),2014-06-04,개봉영화,장편,미국,801,38703942201,4697142,12201872401,1401887,액션,12세이상관람가,일반영화
141,신세계,박훈정,(주)사나이픽처스(주)페퍼민트앤컴퍼니(주)대명문화공장(주)파트너스케이,,(주)넥스트엔터테인먼트월드(NEW),2013-02-21,개봉영화,장편,한국,671,34881330905,4682492,11114978905,1435648,범죄,청소년관람불가,일반영화
142,쿵푸 팬더,마크 오스본존 스티븐슨,,CJ ENM,CJ ENM,2008-06-05,개봉영화,장편,미국,351,30000965000,4673009,10590329000,1556669,애니메이션,전체관람가,일반영화
143,신비한 동물사전,데이빗 예이츠,,워너브러더스 코리아(주),워너브러더스 코리아(주),2016-11-16,개봉영화,장편,미국,1431,39337263058,4666993,12640487458,1425528,어드벤처,12세이상관람가,일반영화
144,도가니,황동혁,(주)삼거리픽쳐스(주)판타지오,,(주)씨제이이엔엠,2011-09-22,개봉영화,장편,한국,644,35566854800,4662822,10141606500,1267508,드라마,청소년관람불가,일반영화
145,캐리비안의 해적 : 망자의 함,고어 버빈스키,월트 디즈니 픽쳐스,브에나비스타인터내셔널코리아,브에나비스타인터내셔널코리아,2006-07-06,개봉영화,장편,미국,0,0,4628903,0,1525853,액션,12세관람가,일반영화
146,박물관이 살아있다!,숀 레비,이십세기폭스필름코퍼레이션1492픽쳐스,이십세기폭스코리아(주),이십세기폭스코리아(주),2006-12-21,개봉영화,장편,미국,0,0,4612831,0,1226404,코미디,전체관람가,일반영화
147,내 아내의 모든 것,민규동,(주)수필름영화사 집,,(주)넥스트엔터테인먼트월드(NEW),2012-05-17,개봉영화,장편,한국,563,34222160500,4598583,11547286500,1475165,코미디,15세이상관람가,일반영화
148,나쁜 녀석들: 더 무비,손용호,(주)씨제이이엔엠(주)영화사비단길,,(주)씨제이이엔엠,2019-09-11,개봉영화,장편,한국,1511,39560195124,4573902,8008441184,905239,범죄,15세이상관람가,일반영화
149,판도라,박정우,(주)씨에이씨엔터테인먼트,,(주)넥스트엔터테인먼트월드(NEW),2016-12-07,개봉영화,장편,한국,1166,35965733064,4571142,7213559964,880999,드라마,12세이상관람가,일반영화
150,터미네이터 : 미래전쟁의 시작,맥지,더 할사이온 컴퍼니,(유)마스엔터테인먼트코리아,롯데쇼핑㈜롯데엔터테인먼트,2009-05-21,개봉영화,장편,미국,704,30146162133,4568891,9506441000,1367218,SF,15세이상관람가,일반영화
151,맘마미아!,필리다 로이드,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2008-09-03,개봉영화,장편,미국,457,29570784560,4554785,11275657333,1646593,멜로/로맨스,12세이상관람가,일반영화
152,연가시,박정우,(주)오죤필름,,(주)씨제이이엔엠,2012-07-05,개봉영화,장편,한국,759,32154766664,4513026,7819583000,1040068,공포(호러),15세이상관람가,일반영화
153,아이언맨 2,존 파브로,파라마운트 픽쳐스마블 엔터프라이즈,CJ ENM,CJ ENM,2010-04-29,개봉영화,장편,미국,757,33161943100,4498335,10697867500,1370291,SF,12세이상관람가,일반영화
154,강철비,양우석,(주)와이웍스엔터테인먼트(주)브이에이스튜디오,,(주)넥스트엔터테인먼트월드(NEW),2017-12-14,개봉영화,장편,한국,1426,35477912466,4451336,8694723516,1060541,액션,15세이상관람가,일반영화
155,해리포터와 죽음의 성물2,데이빗 예이츠,,워너브러더스 코리아(주),워너브러더스 코리아(주),2011-07-13,개봉영화,장편,미국,757,34507819000,4400298,11183806000,1361311,판타지,전체관람가,일반영화
156,다만 악에서 구하소서,홍원찬,(주)하이브미디어코프,,(주)씨제이이엔엠,2020-08-05,개봉영화,장편,한국,1998,38554527990,4352669,8906277620,984042,범죄,15세이상관람가,일반영화
157,헌트,이정재,(주)아티스트스튜디오(주)사나이픽처스,,플러스엠 엔터테인먼트,2022-08-10,개봉영화,장편,한국,1625,44573032153,4350029,10985286495,1052205,액션,15세이상관람가,일반영화
158,더 퍼스트 슬램덩크,이노우에 다케히코,,에스엠지홀딩스 주식회사,(주)넥스트엔터테인먼트월드(NEW),2023-01-04,개봉영화,장편,일본,1023,44564473239,4325731,14348580807,1363223,애니메이션,12세이상관람가,일반영화
159,아이언맨,존 파브로,,CJ ENM,CJ ENM,2008-04-30,개봉영화,장편,미국,592,27802744668,4316003,9029366168,1329214,SF,12세이상관람가,일반영화
160,엑스맨: 데이즈 오브 퓨처 패스트,브라이언 싱어,,이십세기폭스코리아(주),이십세기폭스코리아(주),2014-05-22,개봉영화,장편,미국,1056,34654558766,4313871,11315080666,1345720,액션,12세이상관람가,일반영화
161,강철중: 공공의 적 1-1,강우석,(주)시네마서비스글로벌(주)시네마서비스,,CJ ENM(주)시네마서비스,2008-06-19,개봉영화,장편,한국,659,28465757767,4300670,9048970100,1298197,드라마,15세이상관람가,일반영화
162,아가씨,박찬욱,유한회사 아가씨에프에스모호필름(주)용필름,,(주)씨제이이엔엠,2016-06-01,개봉영화,장편,한국,1171,35114332791,4277071,10881501871,1283972,스릴러,청소년관람불가,일반영화
163,킹콩,피터 잭슨,유니버셜 픽쳐스,UIP코리아,UIP코리아,2005-12-14,개봉영화,장편,미국,0,0,4232430,0,1352121,드라마,15세관람가,일반영화
164,어메이징 스파이더맨 2,마크 웹,,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2014-04-23,개봉영화,장편,미국,1312,34869056800,4168350,10562832700,1187974,액션,12세이상관람가,일반영화
165,인디아나 존스 4 : 크리스탈 해골의 왕국,스티븐 스필버그,,CJ ENM,CJ ENM,2008-05-22,개봉영화,장편,미국,660,26693951667,4136101,8495873167,1245028,액션,12세이상관람가,일반영화
166,용의자,원신연,(주)그린피쉬(주)쇼박스,,(주)쇼박스,2013-12-24,개봉영화,장편,한국,807,30037161000,4131248,7563772000,997760,액션,15세이상관람가,일반영화
167,건축학개론,이용주,(주)명필름,,롯데쇼핑㈜롯데엔터테인먼트,2012-03-22,개봉영화,장편,한국,593,30219800500,4110645,11003948000,1431173,멜로/로맨스,12세이상관람가,일반영화
168,태풍,곽경택,CJ ENM,,CJ ENM,2005-12-14,개봉영화,장편,한국,0,0,4094395,0,1229971,드라마,15세관람가,일반영화
169,미이라 3:황제의 무덤,롭 코헨,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2008-07-30,개봉영화,장편,미국,527,26222207084,4090795,6942890084,1027371,액션,12세이상관람가,일반영화
170,7급 공무원,신태라,(주)하리마오픽쳐스(주)영화사수작(주)디씨지플러스,,롯데쇼핑㈜롯데엔터테인먼트,2009-04-22,개봉영화,장편,한국,475,26701311856,4088799,8090460000,1173540,코미디,12세이상관람가,일반영화
171,다크 나이트,크리스토퍼 놀란,,주식회사 해리슨앤컴퍼니워너브러더스 코리아(주),주식회사 해리슨앤컴퍼니워너브러더스 코리아(주),2008-08-06,개봉영화,장편,미국,462,27059471306,4087355,10406924000,1487898,범죄,15세이상관람가,일반영화
172,색즉시공,윤제균,㈜필름지,,(주)쇼박스,2002-12-11,개봉영화,장편,한국,0,0,4082797,0,1313067,코미디,18세관람가,일반영화
173,댄싱퀸,이석훈,(주)제이케이필름(주)씨제이이엔엠,,(주)씨제이이엔엠,2012-01-18,개봉영화,장편,한국,534,30129259500,4057546,8223006000,1055086,코미디,12세이상관람가,일반영화
174,우리 생애 최고의 순간,임순례,(주)엠케이픽처스,,(주)싸이더스,2008-01-10,개봉영화,장편,한국,418,26151780425,4044582,8551706425,1264173,드라마,전체관람가,일반영화
175,꾼,장창원,(주)영화사두둥,,(주)쇼박스,2017-11-22,개봉영화,장편,한국,1314,31313568795,4018341,7524464445,931901,범죄,15세이상관람가,일반영화
176,혹성탈출: 반격의 서막,맷 리브스,,이십세기폭스코리아(주),이십세기폭스코리아(주),2014-07-10,개봉영화,장편,미국,922,31509793095,4002134,9067860195,1095630,액션,12세이상관람가,일반영화
177,타짜-신의 손,강형철,(주)싸이더스,,롯데쇼핑㈜롯데엔터테인먼트(주)싸이더스,2014-09-03,개봉영화,장편,한국,890,32267244827,4001813,8495857527,1016403,드라마,청소년관람불가,일반영화
178,해리포터와 비밀의 방,크리스 콜럼버스,,워너브러더스 코리아(주),워너브러더스 코리아(주),2002-12-13,개봉영화,장편,미국,0,0,4000000,0,1519700,드라마,전체관람가,일반영화
179,쿵푸팬더3,여인영알레산드로 칼로니,드림웍스 애니메이션,(주)씨제이이엔엠,(주)씨제이이엔엠,2016-01-28,개봉영화,장편,미국,1365,31340798156,3984812,8695148256,1045418,애니메이션,전체관람가,일반영화
180,캡틴 아메리카: 윈터 솔져,조 루소안소니 루소,,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),월트디즈니컴퍼니코리아 유한책임회사소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2014-03-26,개봉영화,장편,미국,1106,31710585385,3963220,10405400885,1237982,액션,15세이상관람가,일반영화
181,공공의 적 2,강우석,(주)시네마서비스,,(주)시네마서비스,2005-01-27,개봉영화,장편,한국,0,0,3911356,0,1167828,드라마,15세관람가,일반영화
182,박수건달,조진규,주식회사 제이앤피박수건달문화산업전문(유)(주)쇼박스,,(주)쇼박스,2013-01-09,개봉영화,장편,한국,599,28343986569,3893216,6808915069,894127,코미디,15세이상관람가,일반영화
183,베놈,루벤 플레셔,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2018-10-03,개봉영화,장편,미국,1308,34100211207,3888096,9452036857,1026909,액션,15세이상관람가,일반영화
184,한반도,강우석,(주)시네마서비스글로벌,,CJ ENM,2006-07-13,개봉영화,장편,한국,0,0,3880308,0,1077033,드라마,15세관람가,일반영화
185,조선명탐정 : 사라진 놉의 딸,김석윤,청년필름(주),,(주)쇼박스,2015-02-11,개봉영화,장편,한국,811,30456879428,3872015,6908501928,845522,사극,12세이상관람가,일반영화
186,트로이,볼프강 페터젠,플랜 비 엔터테인먼트워너 브러더스 픽쳐스,워너브러더스 코리아(주),워너브러더스 코리아(주),2004-05-21,개봉영화,장편,미국,0,0,3851000,0,1513408,사극,15세관람가,일반영화
187,역린,이재규,굿초이스컷픽쳐스(주)(주)파파스필름,,롯데쇼핑㈜롯데엔터테인먼트,2014-04-30,개봉영화,장편,한국,1054,29893297890,3849433,8426821290,1044988,사극,15세이상관람가,일반영화
188,매드 맥스: 분노의 도로,조지 밀러,,워너브러더스 코리아(주),워너브러더스 코리아(주),2015-05-14,개봉영화,장편,미국,799,32906364462,3842441,11443176062,1271954,액션,15세이상관람가,일반영화
189,남한산성,황동혁,(주)싸이런픽쳐스,,(주)씨제이이엔엠,2017-10-03,개봉영화,장편,한국,1229,31067321992,3829891,7375553392,889444,사극,15세이상관람가,일반영화
190,반도,연상호,(주)영화사레드피터,,(주)넥스트엔터테인먼트월드(NEW),2020-07-15,개봉영화,장편,한국,2575,33071341280,3812080,8005831840,895163,액션,15세이상관람가,일반영화
