영화명,감독,제작사,개봉일,영화형태,국적,전국 스크린수,전국 매출액,전국 관객수,서울 매출액,서울 관객수,장르,등급,영화구분
양자물리학,이성태,(주)엠씨엠씨,2019-09-25,장편,한국,799,4526478380.0,553879,1152440160.0,137943,범죄,15세이상관람가,일반영화
아이스 에이지: 지구 대충돌,마이크 트메이어,블루 스카이 스튜디오,2016-07-20,장편,미국,580,4092484600.0,553760,920145300.0,116487,애니메이션,전체관람가,일반영화
뱅크 잡,로저 도널드슨,,2008-10-30,장편,영국,199,3578915667.0,553159,1195421167.0,176112,범죄,15세이상관람가,일반영화
그린치,스콧 모시어,,2018-12-19,장편,미국,724,4188466900.0,552962,978246100.0,122641,애니메이션,전체관람가,일반영화
메카닉: 리크루트,데니스 간젤,,2016-08-31,장편,미국,320,4458200800.0,551897,1177943300.0,142121,액션,15세이상관람가,일반영화
극장판 요괴워치: 탄생의 비밀이다냥!,타카하시 시게하루우시로 신지,OLM TEAM INOUE,2015-07-22,장편,일본,509,3886775100.0,550728,601746400.0,82667,애니메이션,전체관람가,일반영화
점박이 한반도의 공룡2 : 새로운 낙원,한상호,(주)드림써치C&C,2018-12-25,장편,한국,672,4293073300.0,550059,692247500.0,85793,애니메이션,전체관람가,일반영화
나쁜 녀석들: 포에버,아딜 엘 아르비빌랄 팔라,컬럼비아 픽처스,2020-01-15,장편,미국,896,4880576760.0,547775,1431204050.0,155245,액션,청소년관람불가,일반영화
원더 우먼 1984,팻티 젠킨스,DC 필름스,2020-12-23,장편,미국,2260,4938591400.0,546897,1459053100.0,154808,액션,12세이상관람가,일반영화
너는 펫,김병곤,컴어나더(주),2011-11-10,장편,한국,341,3798398000.0,540972,1097757500.0,148666,멜로/로맨스,12세이상관람가,일반영화
그날 바다,김지영,프로젝트 부,2018-04-12,장편,한국,611,4445554528.0,540558,1157399300.0,136574,다큐멘터리,15세이상관람가,독립/예술영화
트럭,권형진,(주)싸이더스,2008-09-25,장편,한국,257,3668218000.0,540485,956725000.0,132054,범죄,청소년관람불가,일반영화
툼레이더,로아 우타우,,2018-03-08,장편,미국,806,4500905762.0,540410,1147492762.0,131406,액션,12세이상관람가,일반영화
애프터 어스,M. 나이트 샤말란,,2013-05-30,장편,미국,484,3831856167.0,537920,1266901167.0,168880,SF,12세이상관람가,일반영화
국제수사,김봉한,(주)영화사장춘,2020-09-29,장편,한국,1074,4496549760.0,537470,868003360.0,103185,코미디,15세이상관람가,일반영화
이태원 살인사건,홍기선,선필름,2009-09-10,장편,한국,236,4023152210.0,537075,1232094000.0,156251,범죄,15세이상관람가,독립/예술영화
메리와 마녀의 꽃,요네바야시 히로마사,스튜디오 포녹,2017-12-07,장편,일본,751,4064258739.0,535354,1100455439.0,137880,애니메이션,전체관람가,일반영화
페르디난드,카를로스 살다나,,2018-01-03,장편,미국,698,3854216500.0,533776,667415700.0,88198,애니메이션,전체관람가,일반영화
미쓰 홍당무,이경미,모호필름,2008-10-16,장편,한국,290,3564401608.0,532324,1378528500.0,197039,드라마,청소년관람불가,일반영화
사이코메트리,권호영,(주)엠픽처스(주)파워이엔티㈜게이트픽쳐스,2013-03-07,장편,한국,429,3964769129.0,531953,1133052129.0,145312,미스터리,청소년관람불가,일반영화
침입자,손원평,(주)비에이엔터테인먼트,2020-06-04,장편,한국,1365,4806314000.0,531212,1029368660.0,110923,미스터리,15세이상관람가,일반영화
귀멸의 칼날: 상현집결 그리고 도공 마을로,소토자키 하루오,,2023-03-02,장편,일본,410,6516431400.0,529569,1610257900.0,121423,애니메이션,15세이상관람가,일반영화
이상한 나라의 수학자,박동훈,(주)조이래빗,2022-03-09,장편,한국,1357,4996234520.0,528900,1352417450.0,142199,드라마,12세이상관람가,일반영화
버닝,이창동,파인하우스필름(주)나우필름(주),2018-05-17,장편,한국,739,4714345098.0,528153,1765445398.0,194098,미스터리,청소년관람불가,일반영화
챔프,이환경,(주)씨엘엔터테인먼트(주)대명문화공장(주)예인문화(주)화인웍스,2011-09-07,장편,한국,288,3805721000.0,528149,962576500.0,126060,드라마,12세이상관람가,일반영화
7년의 밤,추창민,(주)바른손(주)씨제이이엔엠,2018-03-28,장편,한국,872,3969337524.0,528007,1046793224.0,133744,스릴러,15세이상관람가,일반영화
메가로돈,존 터틀타웁,,2018-08-15,장편,미국,601,4510731497.0,527331,996870197.0,111268,액션,12세이상관람가,일반영화
러브 & 드럭스,에드워드 즈윅,폭스 2000 픽처스,2011-01-13,장편,미국,284,4125733000.0,527077,2020856000.0,250187,멜로/로맨스,청소년관람불가,일반영화
몬스터,황인호,상상필름(주),2014-03-13,장편,한국,527,4136202515.0,526282,1110307115.0,135839,스릴러,청소년관람불가,일반영화
콰이어트 플레이스,존 크래신스키,플래티넘 듄스,2018-04-12,장편,미국,677,4580889849.0,526073,1445057049.0,161329,공포(호러),15세이상관람가,일반영화
명탐정 코난: 11번째 스트라이커,시즈노 코분야마모토 야스이치로,토호,2012-07-19,장편,일본,350,3363777000.0,524914,657372500.0,97846,애니메이션,12세이상관람가,일반영화
미스트,프랭크 다라본트,,2008-01-10,장편,미국,197,3404297000.0,524572,1094506500.0,159756,SF,15세이상관람가,일반영화
언노운,자움 콜렛 세라,,2011-02-17,장편,미국,186,3953681000.0,522794,1547034000.0,195647,드라마,15세이상관람가,일반영화
체인질링,클린트 이스트우드,이메이진엔터테인먼트,2009-01-22,장편,미국,167,3581346406.0,522667,1592953500.0,224289,드라마,청소년관람불가,일반영화
헬머니,신한솔,(주)전망좋은 영화사TCO(주)더콘텐츠온,2015-03-05,장편,한국,422,4096141972.0,519983,799976772.0,98593,코미디,청소년관람불가,일반영화
퍼시 잭슨과 괴물의 바다,쏘어 프류덴탈,1492 픽처스,2013-09-12,장편,미국,409,3791349609.0,519584,1005494109.0,127666,판타지,12세이상관람가,일반영화
얼라이드,로버트 저메키스,GK 필름스,2017-01-11,장편,미국,546,4278041179.0,518886,1600695179.0,190720,스릴러,15세이상관람가,일반영화
호두까기 인형과 4개의 왕국,라세 할스트롬조 존스톤,월트 디즈니 픽처스,2018-12-06,장편,미국,294,4153747200.0,518272,1221527400.0,146274,판타지,전체관람가,일반영화
장르만 로맨스,조은지,(주)비리프,2021-11-17,장편,한국,1194,5191579940.0,518269,1312337430.0,130682,드라마,15세이상관람가,일반영화
소셜 네트워크,데이빗 핀처,콜럼비아 픽쳐스 코포레이션,2010-11-18,장편,미국,302,3803054495.0,517286,1960937000.0,251559,드라마,15세이상관람가,일반영화
고스트버스터즈,폴 페이그,컬럼비아 픽처스,2016-08-25,장편,미국,511,4116292075.0,515522,1376002875.0,165403,액션,12세이상관람가,일반영화
피라냐,알렉산더 아야,아톰셰어 엔터테인먼트,2010-08-26,장편,미국,306,5756700191.0,515074,1906860000.0,162969,액션,청소년관람불가,일반영화
퍼스트 어벤져,조 존스톤,,2011-07-28,장편,미국,363,4163130500.0,514417,1590831500.0,184678,액션,12세이상관람가,일반영화
여배우들,이재용,주식회사 뭉클픽쳐스,2009-12-10,장편,한국,271,3784176467.0,514052,1685058500.0,218939,드라마,12세이상관람가,독립/예술영화
애드 아스트라,제임스 그레이,20세기 폭스,2019-09-19,장편,미국,853,4518393460.0,513375,1618159190.0,177587,SF,12세이상관람가,일반영화
거울나라의 앨리스,제임스 보빈,,2016-09-07,장편,미국,515,4145733267.0,513202,1251835067.0,146759,어드벤처,12세이상관람가,일반영화
발레리안: 천 개 행성의 도시,뤽 베송,유로파코프,2017-08-30,장편,프랑스,629,4047756408.0,511931,1318056208.0,157111,액션,12세이상관람가,일반영화
프렌즈: 몬스터섬의비밀,야마자키 타카시,,2011-12-29,장편,일본,297,3745986000.0,510996,815015000.0,100905,애니메이션,전체관람가,일반영화
가려진 시간,엄태화,(주)바른손이앤에이,2016-11-16,장편,한국,884,3946462400.0,510878,1183297400.0,144193,드라마,12세이상관람가,일반영화
13구역: 얼티메이텀,패트릭 알레산드렝,유로파 Corp.,2009-04-16,장편,프랑스,246,3404416275.0,509640,991775500.0,140400,액션,15세이상관람가,일반영화
먹고 기도하고 사랑하라,라이언 머피,콜럼비아 픽쳐스 코포레이션,2010-09-30,장편,미국,280,3738208724.0,509623,1794986000.0,234267,드라마,15세이상관람가,일반영화
극장판 포켓몬스터 너로 정했다!,유야마 쿠니히코,쇼가쿠칸 슈에이샤 프로덕션,2017-12-21,장편,일본,626,3814315500.0,509555,726301600.0,94013,애니메이션,전체관람가,일반영화
명탐정 코난: 순흑의 악몽,시즈노 코분,TMS 엔터테인먼트,2016-08-03,장편,일본,447,3754104500.0,507508,717455600.0,93719,애니메이션,12세이상관람가,일반영화
스타워즈: 라이즈 오브 스카이워커,J.J. 에이브럼스,루커스필름,2020-01-08,장편,미국,957,4704790210.0,507265,1697379020.0,168273,액션,12세이상관람가,일반영화
남자사용설명서,이원석,(주)영화사소풍,2013-02-14,장편,한국,372,3602049257.0,507257,1016134757.0,136010,코미디,15세이상관람가,일반영화
셰이프 오브 워터: 사랑의 모양,기예르모 델 토로,,2018-02-22,장편,미국,404,4210511600.0,506261,2140571300.0,253866,어드벤처,청소년관람불가,일반영화
도라에몽 : 스탠 바이 미,야마자키 타카시야기 류이치,,2015-02-12,장편,일본,432,3681140429.0,503516,681756129.0,88689,애니메이션,전체관람가,일반영화
어웨이크,조비 해롤드,,2008-03-27,장편,미국,216,3266005333.0,502807,1182513333.0,173425,스릴러,15세이상관람가,일반영화
47미터 2,요하네스 로버츠,,2019-08-28,장편,미국,649,3846315153.0,501934,1102624133.0,130922,공포(호러),15세이상관람가,일반영화
그레이트 월,장예모,,2017-02-15,장편,미국,598,4352841358.0,501286,1257212358.0,138597,판타지,12세이상관람가,일반영화
나인,롭 마샬,,2009-12-31,장편,미국,332,3790050942.0,499838,1684632500.0,214780,멜로/로맨스,15세이상관람가,일반영화
노예 12년,스티브 맥퀸,서밋 엔터테인먼트,2014-02-27,장편,미국,326,3644201200.0,498004,1466423200.0,194506,드라마,15세이상관람가,일반영화
아부의 왕,정승구,(주)황금주전자,2012-06-21,장편,한국,428,3511102500.0,497880,972557500.0,131766,코미디,15세이상관람가,일반영화
캐치미,이현종,(주)소넷엔터테인먼트(주)스튜디오 산타클로스엔터테인먼트,2013-12-18,장편,한국,517,3387483000.0,492773,956243500.0,131932,코미디,12세이상관람가,일반영화
무서운 이야기 2,김성호김휘정범식민규동,(주)수필름데이지엔터테인먼트,2013-06-05,옴니버스,한국,337,3375472500.0,492465,766405500.0,105175,미스터리,15세이상관람가,일반영화
불량남녀,신근호,㈜트라이앵글픽쳐스㈜비오비시네마,2010-11-04,장편,한국,345,3619026909.0,491207,925175000.0,119059,코미디,15세이상관람가,일반영화
스타 이즈 본,브래들리 쿠퍼,워너 브라더스,2018-10-09,장편,미국,555,4257580060.0,490957,2035447500.0,228963,드라마,15세이상관람가,일반영화
명탐정 코난: 할로윈의 신부,미츠나카 스스무,TMS 엔터테인먼트,2022-07-13,장편,일본,758,5119750724.0,490868,1292448496.0,117702,애니메이션,12세이상관람가,일반영화
곰돌이 푸 다시 만나 행복해,마크 포스터,월트 디즈니 픽처스,2018-10-03,장편,미국,536,4076578860.0,490307,1514773210.0,175858,어드벤처,전체관람가,일반영화
동감,서은영,(주)고고스튜디오,2022-11-16,장편,한국,1013,4753528700.0,489898,1220704123.0,123537,멜로/로맨스,12세이상관람가,일반영화
레드,로베르트 슈벤트케,서미트 엔터티인먼트,2010-11-03,장편,미국,322,3607106025.0,489855,1236989000.0,159990,액션,15세이상관람가,일반영화
또 하나의 약속,김태윤,(주)또하나의가족 제작위원회(주)에이트볼픽쳐스,2014-02-06,장편,한국,192,3470184400.0,489409,895346100.0,117256,드라마,12세이상관람가,일반영화
오펀: 천사의 비밀,자움 콜렛 세라,워너 브러더스 픽쳐스,2009-08-20,장편,미국,171,3732523602.0,488242,1419243000.0,177219,공포(호러),청소년관람불가,일반영화
카3: 새로운 도전,브라이언 피,월트 디즈니 픽처스,2017-07-13,장편,미국,800,3599544501.0,487916,854573801.0,108150,애니메이션,전체관람가,일반영화
침묵,정지우,(주)용필름,2017-11-02,장편,한국,634,3873542364.0,487897,1140873764.0,139002,드라마,15세이상관람가,일반영화
해어화,박흥식,더램프(주),2016-04-13,장편,한국,572,3763852759.0,485083,1147859410.0,143843,사극,15세이상관람가,일반영화
애나벨 집으로,게리 도버먼,,2019-06-26,장편,미국,653,3993147140.0,481766,888643920.0,102947,공포(호러),15세이상관람가,일반영화
계춘할망,창,지오엔터테인먼트(주)퍼플켓츠필름(주)빅스토리픽쳐스,2016-05-19,장편,한국,526,3589317348.0,480987,848101748.0,109124,가족,15세이상관람가,일반영화
소녀괴담,오인천,(주)고스트픽처스(주)주피터필름,2014-07-02,장편,한국,455,3546340054.0,480528,707926554.0,92017,미스터리,15세이상관람가,일반영화
조선미녀삼총사,박제현,(주)웰메이드필름,2014-01-29,장편,한국,388,3471341321.0,480361,742552321.0,98335,코미디,12세이상관람가,일반영화
친정엄마,유성엽,(주)동아수출공사아일랜드픽처스(주),2010-04-22,장편,한국,276,3367901082.0,478822,956688000.0,129750,드라마,전체관람가,일반영화
넛잡: 땅콩 도둑들,피터 레페니오티스,(주)레드로버툰박스 엔터테인먼트,2014-01-29,장편,한국,382,3280608100.0,478392,796865300.0,109813,애니메이션,전체관람가,일반영화
로봇 소리,이호재,(주)영화사 좋은날(주)디씨지플러스,2016-01-27,장편,한국,609,3519595560.0,476665,951166060.0,126118,드라마,12세이상관람가,일반영화
트리플 엑스 리턴즈,D.J. 카루소,파라마운트 픽처스,2017-02-08,장편,미국,590,3967335095.0,475309,1022502995.0,116855,액션,15세이상관람가,일반영화
모비우스,다니엘 에스피노사,,2022-03-30,장편,미국,1696,4662620390.0,474560,1401807670.0,137560,액션,15세이상관람가,일반영화
변산,이준익,변산문화산업전문(유),2018-07-04,장편,한국,763,3886052473.0,474137,1063654573.0,126389,드라마,15세이상관람가,일반영화
위험한 상견례 2,김진영,(주)전망좋은 영화사TCO(주)더콘텐츠온(주)마음에드는영화사,2015-04-29,장편,한국,429,3575384754.0,472693,738570754.0,93940,멜로/로맨스,15세이상관람가,일반영화
