영화명,감독,제작사,배급사,개봉일,국적,전국 스크린수,전국 매출액,전국 관객수,장르,등급,영화구분
본 투 비 블루,로버트 뷔드로,블랙 행거 스튜디오스,그린나래미디어(주),2016-06,캐나다,147.0,755724082.0,92729.0,드라마,청소년관람불가,독립/예술영화
파이브 피트,저스틴 밸도니,,(주)누리픽쳐스(주)케이티알파,2019-04,미국,457.0,805051420.0,92713.0,드라마,15세이상관람가,일반영화
7번째 아들,세르게이 보드로프,레전더리 픽처스,유니버설픽쳐스인터내셔널 코리아(유),2015-02,미국,358.0,729980451.0,92598.0,어드벤처,12세이상관람가,일반영화
샤크 나이트 3D,데이비드 R. 엘리스,시에라 픽처스,(주)화앤담이엔티,2011-09,미국,239.0,855047000.0,92505.0,스릴러,15세이상관람가,일반영화
철가방 우수氏,윤학렬,(주)대길이에스,(주)씨제이이엔엠,2012-11,한국,119.0,604032500.0,92404.0,드라마,12세이상관람가,독립/예술영화
방탄소년단: 옛 투 컴 인 시네마,오윤동,씨제이포디플렉스 주식회사,씨제이포디플렉스 주식회사씨제이 씨지브이(CJ CGV)(주),2023-02,한국,120.0,2031919000.0,92369.0,공연,전체관람가,일반영화
크리미널,아리엘 브로멘,,(주)영화사 빅,2016-06,영국,351.0,738985181.0,92358.0,액션,15세이상관람가,독립/예술영화
구스 베이비,크리스토퍼 젠킨스,,(주)이수C&E,2019-01,미국,424.0,652090360.0,91430.0,애니메이션,전체관람가,일반영화
그 남자의 책 198쪽,김정권,(주)디에스피미디어,(주)성원아이컴,2008-10,한국,220.0,575174333.0,91387.0,멜로/로맨스,12세이상관람가,일반영화
패솔로지,마크 쉬홀르만,,롯데쇼핑㈜롯데엔터테인먼트,2008-04,미국,136.0,569157500.0,91253.0,공포(호러),청소년관람불가,일반영화
포커스,글렌 피카라존 레쿼,,워너브러더스 코리아(주),2015-02,미국,349.0,702878700.0,91164.0,코미디,15세이상관람가,일반영화
마마,안드레스 무시에티,,유니버설픽쳐스인터내셔널 코리아(유),2013-01,미국,164.0,662161500.0,91143.0,공포(호러),15세이상관람가,일반영화
타워 하이스트,브렛 래트너,이매진 엔터테인먼트,유니버설픽쳐스인터내셔널 코리아(유),2011-11,미국,213.0,631715500.0,90840.0,액션,12세이상관람가,일반영화
노 게임 노 라이프 -제로-,이시즈카 아츠코,,(주)박수엔터테인먼트,2017-10,일본,121.0,739368300.0,90718.0,애니메이션,12세이상관람가,독립/예술영화
둠스데이:지구 최후의 날,닐 마샬,,영화사청어람(주),2008-06,미국,203.0,598350500.0,90666.0,SF,청소년관람불가,일반영화
주디,루퍼트 굴드,,TCO(주)더콘텐츠온,2020-03,영국,479.0,738851760.0,89719.0,드라마,12세이상관람가,독립/예술영화
완벽한 파트너,박헌수,(주)영화사참락시픽쳐스,타임스토리그룹(주),2011-11,한국,166.0,676141000.0,89526.0,코미디,청소년관람불가,독립/예술영화
더 보이,데이빗 야로베스키,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2019-05,미국,509.0,776591970.0,89429.0,공포(호러),15세이상관람가,일반영화
더 매직: 리틀톰과 도둑공주,어네스토 파드롱,,㈜코리아스크린와이드 릴리즈(주),2015-09,스페인,193.0,653636700.0,89358.0,애니메이션,전체관람가,독립/예술영화
슈퍼미니,토마스 자보헬레네 지라드,,판씨네마(주),2014-04,프랑스,303.0,640234500.0,89328.0,애니메이션,전체관람가,일반영화
오베라는 남자,하네스 홀름,,(주)싸이더스(주)디스테이션,2016-05,기타,255.0,711736888.0,89103.0,드라마,12세이상관람가,독립/예술영화
페이스 블라인드,줄리앙 마그넷,,(주)마인스 엔터테인먼트,2012-06,미국,179.0,660556169.0,88977.0,범죄,청소년관람불가,일반영화
더 콜,브래드 앤더슨,,(주)넥스트엔터테인먼트월드(NEW),2013-06,미국,241.0,626952634.0,88953.0,스릴러,청소년관람불가,일반영화
콜드 라잇 오브 데이,마브룩 엘 메크리,인트레피드 픽처스,씨너스엔터테인먼트(주),2012-05,미국,245.0,636555090.0,88522.0,액션,15세이상관람가,일반영화
레이니 데이 인 뉴욕,우디 앨런,그린나래미디어,그린나래미디어(주)(주)버킷스튜디오,2020-05,미국,563.0,784272200.0,88440.0,코미디,15세이상관람가,독립/예술영화
살인자,이기욱,(주)홍필름,(주)영화사 빅,2014-01,한국,207.0,656849000.0,88199.0,스릴러,청소년관람불가,독립/예술영화
레고 무비2,마이크 미첼,워너 브라더스 애니메이션,워너브러더스 코리아(주),2019-02,미국,442.0,680374040.0,88105.0,애니메이션,전체관람가,일반영화
미드소마,아리 애스터,A24,(주)팝엔터테인먼트,2019-07,미국,388.0,800891816.0,88055.0,공포(호러),청소년관람불가,독립/예술영화
그대 이름은 장미,조석현,(주)엠씨엠씨,(주)리틀빅픽쳐스,2019-01,한국,540.0,735782970.0,88054.0,코미디,12세이상관람가,일반영화
페이트 스테이 나이트 헤븐즈필 제3장 스프링 송,스도 토모노리,유포테이블,(주)애니플러스,2020-10,일본,149.0,787515610.0,87996.0,애니메이션,15세이상관람가,일반영화
비몽,김기덕,(주)김기덕 필름스폰지,(주)스폰지이엔티,2008-10,한국,100.0,585055618.0,87963.0,드라마,청소년관람불가,독립/예술영화
락 오브 에이지,아담 쉥크만,,워너브러더스 코리아(주),2012-08,미국,243.0,634870496.0,87915.0,뮤지컬,15세이상관람가,일반영화
몬스터 콜,후안 안토니오 바요나,포커스 피처스,롯데쇼핑㈜롯데엔터테인먼트,2017-09,스페인,349.0,686273900.0,87841.0,판타지,12세이상관람가,독립/예술영화
사우스포,안톤 후쿠아,,씨네그루(주)다우기술,2015-12,미국,335.0,649386248.0,87426.0,드라마,15세이상관람가,일반영화
갤로우즈,트래비스 클러프크리스 로핑,,워너브러더스 코리아(주),2015-09,미국,299.0,674767406.0,87301.0,공포(호러),15세이상관람가,일반영화
팅커 테일러 솔저 스파이,토마스 알프레드슨,,주식회사 왓챠(주)드림팩트엔터테인먼트팝엔터테인먼트,2012-02,영국,187.0,648304500.0,87155.0,스릴러,15세이상관람가,일반영화
김복동,송원근,한국탐사저널리즘센터,(주)엣나인필름,2019-08,한국,366.0,696375860.0,87139.0,다큐멘터리,12세이상관람가,독립/예술영화
셜록 놈즈,존 스티븐슨,파라마운트 픽쳐스,(주)키다리이엔티(주)삼백상회,2018-10,미국,440.0,644661200.0,86784.0,애니메이션,전체관람가,독립/예술영화
허큘리스,브렛 래트너,,워너브러더스 코리아(주),2014-08,미국,278.0,669733800.0,86528.0,액션,15세이상관람가,일반영화
플로리다 프로젝트,션 베이커,시네리치,오드,2018-03,미국,126.0,726925600.0,86406.0,드라마,15세이상관람가,독립/예술영화
슈퍼 프렌즈,이경호이원재,㈜디지아트프로덕션,(주)키다리이엔티,2016-08,한국,255.0,633274600.0,86293.0,애니메이션,전체관람가,독립/예술영화
노매드랜드,클로이 자오,서치라이트 픽처스,월트디즈니컴퍼니코리아 유한책임회사,2021-04,미국,181.0,800972240.0,85663.0,드라마,12세이상관람가,독립/예술영화
숀더쉽,마크 버튼리처드 스타잭,아드먼 애니메이션,(주)박수엔터테인먼트,2015-08,영국,263.0,592435000.0,85568.0,애니메이션,전체관람가,독립/예술영화
디 아이,데이빗 모로자비에 팔뤼,,(주)쇼박스,2008-06,미국,108.0,542600500.0,85559.0,공포(호러),15세이상관람가,일반영화
빅 아이즈,팀 버튼,와인스타인 컴퍼니,판씨네마(주),2015-01,미국,290.0,651316335.0,85200.0,드라마,12세이상관람가,독립/예술영화
레전드 오브 래빗,순리준,,(주)화앤담이엔티,2012-02,중국,225.0,581200500.0,85184.0,애니메이션,전체관람가,일반영화
유스,파올로 소렌티노,,그린나래미디어(주),2016-01,기타,65.0,661767600.0,85166.0,드라마,15세이상관람가,독립/예술영화
옥보단 3D,손립기,,(주)화앤담이엔티,2011-05,기타,269.0,969826000.0,84798.0,성인물(에로),청소년관람불가,일반영화
나의 청춘은 너의 것,주동대몽영,오드,오드(주)홈초이스,2020-04,기타,533.0,714892500.0,84442.0,멜로/로맨스,12세이상관람가,독립/예술영화
극장판 썬더일레븐GO : 궁극의 우정 그리폰,미야오 요시카즈,,에이원엔터테인먼트,2012-05,일본,243.0,574947000.0,84255.0,애니메이션,전체관람가,일반영화
어린 왕자,최종현,(주)앤알커뮤니케이션(주)피플앤픽쳐스,롯데쇼핑㈜롯데엔터테인먼트,2008-01,한국,181.0,493292500.0,84015.0,드라마,12세이상관람가,일반영화
왼편 마지막 집,데니스 일리아디스,로그 픽쳐스,유니버설픽쳐스인터내셔널 코리아(유),2009-09,미국,158.0,632634348.0,83864.0,공포(호러),청소년관람불가,일반영화
던전 앤 드래곤: 도적들의 명예,조나단 골드스타인,엔터테인먼트 원,롯데컬처웍스(주)롯데엔터테인먼트,2023-03,미국,1105.0,794264727.0,83761.0,액션,12세이상관람가,일반영화
뉴욕 아이 러브 유,알렌 휴즈파티 아킨조슈아 마스턴미라 네이어이와이 슌지나탈리 포트만세자르 카푸르이반 아탈강문브렛 래트너,비방디 엔터테인먼트,㈜케이디미디어,2009-10,미국,95.0,647982325.0,83600.0,코미디,15세이상관람가,일반영화
신은 죽지 않았다 3: 어둠 속의 빛,마이클 메이슨,퓨어 플릭스,(주)영화사 그램(재)CBS,2018-07,미국,179.0,646846900.0,83474.0,드라마,12세이상관람가,독립/예술영화
스위치,조쉬 고든윌 스펙,보나피데프로덕션즈,씨너스엔터테인먼트(주),2010-12,미국,163.0,564596900.0,83346.0,멜로/로맨스,15세이상관람가,일반영화
폴: 600미터,스콧 만,,(주)스튜디오디에이치엘,2022-11,영국,463.0,825147338.0,83310.0,스릴러,12세이상관람가,일반영화
짱구는 못말려 극장판：엄청 맛있어! B급 음식 서바이벌!,하시모토 마사카즈,신에이 동화,롯데쇼핑㈜롯데엔터테인먼트,2014-04,일본,301.0,588913100.0,83289.0,애니메이션,전체관람가,일반영화
세자매,이승원,(주)영화사 업,(주)리틀빅픽쳐스,2021-01,한국,569.0,702123930.0,83275.0,드라마,15세이상관람가,독립/예술영화
지랄발광 17세,켈리 프레몬,그레이시 필름스,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2017-06,미국,90.0,656251800.0,83258.0,코미디,15세이상관람가,독립/예술영화
뷰티풀 크리처스,리차드 라그라브네스,,롯데쇼핑㈜롯데엔터테인먼트,2013-04,미국,278.0,582030544.0,82995.0,스릴러,15세이상관람가,일반영화
더 이퀄라이저,안톤 후쿠아,,유니버설픽쳐스인터내셔널 코리아(유),2015-01,미국,255.0,639464500.0,82779.0,액션,청소년관람불가,일반영화
라르고 윈치,제롬 샬레,,(주)프라임엔터테인먼트,2009-08,프랑스,163.0,628575878.0,82610.0,어드벤처,청소년관람불가,일반영화
씬 시티: 다크히어로의 부활,프랭크 밀러로버트 로드리게즈,트러블 메이커 스튜디오즈,플러스엠 엔터테인먼트,2014-09,미국,345.0,650282748.0,82571.0,액션,청소년관람불가,일반영화
어니스트 씨프,마크 윌리엄스,,(주)올스타엔터테인먼트,2021-02,미국,554.0,724854260.0,82388.0,액션,15세이상관람가,일반영화
도라에몽: 스탠바이미 2,야기 류이치,시로구미,(주)스마일이엔티,2021-05,일본,631.0,712260330.0,82311.0,애니메이션,전체관람가,일반영화
파도가 지나간 자리,데릭 시엔프랜스,드림웍스 픽처스,CGV아트하우스,2017-03,미국,276.0,634595200.0,82177.0,드라마,15세이상관람가,독립/예술영화
다이노X 탐험대,이동희,(주)MBC,(주)이수C&E,2016-05,한국,348.0,634339900.0,82148.0,애니메이션,전체관람가,독립/예술영화
스펜서,파블로 라라인,,(주)영화특별시에스엠씨그린나래미디어(주),2022-03,영국,730.0,771154130.0,82031.0,드라마,12세이상관람가,독립/예술영화
출국,노규엽,주식회사 디에스이이디,트리플픽쳐스,2018-11,한국,274.0,639521850.0,81722.0,드라마,15세이상관람가,독립/예술영화
젠틀맨,가이 리치,,(주)영화사 빅(주)다날엔터테인먼트,2020-02,미국,586.0,665658710.0,81482.0,범죄,청소년관람불가,일반영화
아따맘마 - 극장판,야스미 테츠오,,에이원엔터테인먼트,2011-02,일본,90.0,533355500.0,81352.0,애니메이션,전체관람가,일반영화
꼬마참새 리차드: 아프리카 원정대,토비 젠켈레자 메마리,,(주)키다리이엔티,2017-06,독일,319.0,599076600.0,81136.0,애니메이션,전체관람가,독립/예술영화
터널 3D,박규택,(주)필마픽쳐스 (주)씨제이에스지 마당엔터테인먼트,(주)박수엔터테인먼트,2014-08,한국,264.0,620874000.0,80989.0,공포(호러),15세이상관람가,일반영화
원 챈스,데이빗 프랭클,사이코 엔터테인먼트,(주)라이크콘텐츠(주)넥스트엔터테인먼트월드(NEW),2014-03,영국,329.0,593174100.0,80977.0,코미디,12세이상관람가,독립/예술영화
최악의 하루,김종관,㈜인디스토리,CGV아트하우스,2016-08,한국,199.0,639959190.0,80754.0,멜로/로맨스,15세이상관람가,독립/예술영화
엑스페리먼트,폴 쉐어링,인페르노 디스트리뷰션,(주)새인컴퍼니,2010-08,미국,110.0,583702363.0,80367.0,드라마,15세이상관람가,독립/예술영화
프렌즈 위드 베네핏,윌 글럭,,한국소니픽쳐스릴리징브에나비스타영화㈜,2011-10,미국,210.0,591765000.0,80197.0,코미디,청소년관람불가,일반영화
에어로너츠,톰 하퍼,아마존 스튜디오,(주)홈초이스,2020-06,영국,534.0,691188500.0,79877.0,드라마,12세이상관람가,독립/예술영화
로스트 인 더스트,데이빗 맥킨지,시드니 키멀 엔터테인먼트,플러스엠 엔터테인먼트,2016-11,미국,354.0,621368822.0,79812.0,범죄,15세이상관람가,일반영화
오 마이 그랜파,댄 마저,,판씨네마(주),2016-03,미국,396.0,632806532.0,79701.0,코미디,청소년관람불가,일반영화
꿀벌 하치의 대모험,아미노 테츠로,,(주)박수엔터테인먼트에이원엔터테인먼트,2011-01,일본,141.0,525369500.0,79625.0,애니메이션,전체관람가,일반영화
미쓰 루시힐,조나스 엘머,,(주)쇼박스,2009-04,미국,138.0,535856585.0,79471.0,코미디,12세이상관람가,일반영화
드래곤 스펠: 마법 꽃의 비밀,마누크 데포얀,,㈜코리아스크린,2017-08,독일,164.0,582071200.0,79446.0,애니메이션,전체관람가,독립/예술영화
소리꾼,조정래,주식회사 제이오엔터테인먼트코리아,(주)리틀빅픽쳐스,2020-07,한국,573.0,642120680.0,79215.0,사극,12세이상관람가,일반영화
페이스 오브 러브,아리 포신,,(주)영화사 빅,2014-04,미국,222.0,585768905.0,79179.0,드라마,15세이상관람가,독립/예술영화
인민을 위해 복무하라,장철수,주식회사 표범영화사(유)조이앤시네마,(주)제이앤씨미디어그룹,2022-02,한국,598.0,709334190.0,79105.0,멜로/로맨스,청소년관람불가,일반영화
분신사바 2,안병기,2014년,(주)팝엔터테인먼트,2014-07,중국,238.0,574836300.0,79017.0,공포(호러),15세이상관람가,독립/예술영화
